,"municipios","Property Name Occupied","Data","Area","Families","Organization"
"Rondônia","Vilhena","Gl. Corumbiara/Assoc. Canarinho/Setor 12/Lt. 42 e52","31/08/2012",,"40","ATR"
"Santa Catarina","Timbó Grande","Faz. Caçador Grande/Acamp. Filhos do Contestado","07/06/2012","254","70","MST"
"Santa Catarina","Timbó Grande","Fazenda da Faquibrás Reflorestamento","07/11/2012","4120","100","MST"
"São Paulo","Arco-Íris","Fazenda Mondengo","07/09/2012",,,"MST***"
"São Paulo","Bento de Abreu","Fazenda Rio Feio","06/01/2012",,"60","MST***"
"São Paulo","Birigüi/Brejo Alegre/Glicério","Fazenda São José","30/01/2012",,,"MST***"
"São Paulo","Birigüi/Brejo Alegre/Glicério","Fazenda São José","06/02/2012","5000","60","MST***"
"São Paulo","Borebi/Iaras","Faz. Capim/Santo Henrique/NúcleoMonções/Cutrale","11/11/2012","2700","60","MST"
"São Paulo","Euclides da Cunha Paulista","Fazenda Lagoa Azul","06/02/2012",,,"MST***"
"São Paulo",,"Fazenda Alvorada","21/01/2012",,"24","MST***"
"São Paulo","Iacri","Fazenda Clarice","07/09/2012",,,"MST***"
"São Paulo","Iepê","Fazenda Esperança","23/01/2012",,,"20 MST***"
"São Paulo","Iepê","Fazenda Fortaleza","08/09/2012",,,"20 MST***"
"São Paulo","Indiana","Área em Indiana","05/10/2012",,,"70 MST"
"São Paulo","Junqueirópolis","Fazenda Nossa Senhora de Lurdes","08/09/2012",,,"100 MST***"
"São Paulo","Marabá Paulista","Fazenda Nazaré","23/06/2012",,"5200","50 MST***"
"São Paulo","Marabá Paulista","Fazenda Célia Maria","07/09/2012",,,"50 MST***"
"São Paulo","Martinópolis","Fazenda Imaculada Conceição","22/01/2012",,"850","24 MST***"
"São Paulo","Parapuã","Fazenda Granja Experimental","13/01/2012",,,"20 MST***"
"São Paulo","Paulicéia","Fazenda Bandeirantes","07/09/2012",,,"MST***"
"São Paulo","Pirajuí","Área da Antiga Usina Miranda","08/08/2012",,,"40 MST"
"São Paulo","Rancharia","Fazenda Santa Maria","22/01/2012",,,"20 MST***"
"São Paulo","Rancharia","Fazenda Dois Irmãos","21/01/2012",,,"10 MST***"
"São Paulo","Rancharia","Fazenda Elvira 2","16/06/2012",,,"20 MST***"
"São Paulo","Rancharia","Fazenda Santa Fé","04/02/2012",,,"30 MST***"
"São Paulo","Rinópolis","Fazenda Pauliceia","06/02/2012",,,"70 MST***"
"São Paulo","Rinópolis","Fazenda Leonilda","08/04/2012",,,"20 MST***"
"São Paulo","Sandovalina","Faz. São Domingos/Acamp. Pe. Josimo/UHE de Taquaraçu","14/04/2012",,,"MST"
"São Paulo","Sandovalina","Faz. São Domingos/Acamp. Pe. Josimo/UHE de Taquaraçu","14/07/2012",,"3200","35 MST"
"São Paulo",,,,,,
"São Paulo","Santo Antônio do Aracanguá","Fazenda São Pedro de Aracanguá","13/01/2012",,"730","110 MST"
"São Paulo","Santo Antônio do Aracanguá","Fazenda Almeida Prado","14/01/2012",,,"30 MST***"
"São Paulo","Serrana","Faz. Martinópolis/Usina Nova União","11/02/2012",,,"40 MST"
"São Paulo","Tarabaí","Fazenda São José","07/09/2012",,,"30 MST***"
"São Paulo","Teodoro Sampaio","Fazenda Buriti","01/02/2012",,,"100 MST***"
"Sergipe","Capela","Fazenda Boi Bravo",,"17/04/2012",,"65 MST"
"Sergipe","Carira","Fazenda Campos Novos",,"14/02/2012",,"MST"
"Sergipe","Carira","Fazenda Campos Novos",,"17/04/2012",,"200 MST"
"Sergipe","Carira/Nossa Senhora da Glória","Fazenda Fortuna",,"17/04/2012",,"100 MST"
"Sergipe","Itaporanga da Ajuda","Fazenda Camaçari",,"17/04/2012",,"100 MST"
"Sergipe","Japoatã","Área do Complexo do Grupo Sanagro",,"20/10/2012",,"500 MST"
"Sergipe","Santo Amaro das Brotas","Fazenda Nossa Senhora das Graças",,"17/04/2012",,"30 MST"
"Tocantins","Barra do Ouro","Água Fria/Gleba Tauá","07/03/2012",,,"80 OI"
"Acre","Acrelândia","Fazenda Jéssica","3/1/2013",,"144","CUT"
"Acre","Acrelândia","Faz. do Senhor Viana/Ramal da 7/Estrada AC-475","15/9/2013",,"25","OI"
"Acre","Acrelândia","Faz. do Dr. Roberto/Ramal do Carlão","16/9/2013","2000","60","OI"
"Acre","Acrelândia","Faz. da Rondobrás/BR-364/Km 105/Seringal PortoLuiz","20/11/2013","14000","60","OI"
"Acre","Acrelândia","Faz. do Zé Capim/BR-364/Km105/Ramal doCarlão","17/9/2013","1800","40","OI"
"Acre","Acrelândia","Faz. Graúna/BR-364/Ramal do Carlão","18/9/2013","2000","80","OI"
"Acre","Bujari","Faz. Canary/Ramal do Cacau","5/3/2013",,,"OI"
"Acre","Bujari","Faz. Canary/Ramal do Cacau","30/11/2013","15800","218","OI"
"Acre","Marechal Thaumaturgo","T. I.  Arara do Amônea/Apolima-Arara/P. A do RioA m ô n e a","2/6/2013",,"95","Índios"
"Acre","Porto Acre","PAE Barreiro","30/6/2013","8000","80","OI"
"Acre","Rio Branco","Ramal Mutum","18/10/2013",,"80","SI"
"Alagoas","Atalaia/Joaquim Gomes","Faz. São Sebastião/Acamp. São José/Us. Ouricuri","8/3/2013","480","50","MST"
"Alagoas","Boca da Mata","Fazenda Bebedouro","9/4/2013","700","80","MST"
"Alagoas","Branquinha","Faz. Sapucaia/Us. Laginha","28/3/2013",,"60","MLST/ VT*"
"Alagoas","Branquinha","Faz. Caípe/Us. Laginha","28/3/2013","400","60","MLST/ VT*"
"Alagoas","Branquinha","Faz. Batateira/Us. Laginha","4/4/2013","500","50","MTL/ VT*"
"Alagoas","Delmiro Gouveia","Canal do Sertão/Transp. Rio São Francisco","28/11/2013","2000","300","MST"
"Alagoas","Maceió","Fazenda Mória","9/3/2013","100","70","VT*"
"Alagoas","Maragogi","Fazenda Martin Afonso","15/3/2013",,"36","CPT"
"Alagoas","Novo Lino","Fazenda Palmeirinha","26/3/2013",,"65","VT*"
"Alagoas","Palmeira dos Índios","T. I.  Xucuru-Kariri/Faz. Canto","23/3/2013","800","6","Índios"
"Alagoas","União dos Palmares","Faz. Caboré/Us. Laginha","1/4/2013","500","50","MLT/ VT*"
"Alagoas","União dos Palmares","Faz. Mangabeira/Us. Laginha","1/4/2013","500","50","MLT/ VT*"
"Alagoas","União dos Palmares","Faz. Açucena/Us. Laginha","1/4/2013","500","50","MTL/ VT*"
"Alagoas","União dos Palmares","Faz. Sto. Antônio da Boa Vista/Us. Laginha","5/4/2013","500",,"MTL/ VT*"
"Alagoas","União dos Palmares","Faz. Palmeiral/Us. Laginha","5/4/2013","500",,"MTL/ VT*"
"Alagoas","União dos Palmares","Faz. Timbó/Us. Laginha","5/4/2013","500",,"MTL/ VT*"
"Alagoas","União dos Palmares","Faz. Gipirana/Us. Laginha","19/4/2013",,"6","VT*"
"Bahia","Antas","Fazenda Boa Vista","2/8/2013",,"111","MST"
"Bahia","Barra do Choça","Área da EBDA","8/4/2013",,"14","MST"
"Bahia","Barro Preto","Fazenda São João","19/10/2013","347","30","FTL"
"Bahia","Buerarema","Faz. Sempre Viva/Serra do Padeiro","3/8/2013","33","50","Índios"
"Bahia","Buerarema","Faz. Boa Sorte/Serra do Padeiro","3/8/2013","13",,"Índios"
"Bahia","Buerarema","Faz. Ouro Verde/Serra do Padeiro","3/8/2013","30",,"Índios"
"Bahia","Buerarema","Faz. Santa Rita/Serra do Padeiro","3/8/2013","18",,"Índios"
"Bahia","Buerarema/Ilhéus/Una","Faz. Santa Rosa/T. I. Tupinambá Olivença","6/6/2013","47376","100","Índios"
"Bahia","Buerarema/Una","Faz. São Marcos 2/Povo Tupinambá","6/6/2013","48",,"Índios"
"Bahia","Buerarema/Una","Conjunto Trindade/Povo Tupinambá","6/6/2013","390",,"Índios"
"Bahia","Camamu","Faz. Culturosa/Cultrosa","5/3/2013","2500","80","MST"
"Bahia","Canarana","Fazenda Araxá","19/11/2013","1000","120","MST"
"Bahia","Eunápolis/Itabela","Faz. Água Vermelha/Bom Jardim/VeracelCelulose/Pataxó","4/3/2013","2900","240","Via Campesina"
"Bahia","Ilhéus","Faz. São José/Serra do Padeiro","10/8/2013","303",,"Índios"
"Bahia","Ilhéus","Faz. São Pedro/Serra do Padeiro","2/9/2013",,,"Índios"
"Bahia","Ilhéus","Área do Grupo Inaceres/Serra do Padeiro","1/9/2013",,"50","Índios"
"Bahia","Ilhéus","Faz. Estrela do Mar/Povo Tupinambá","7/6/2013",,"30","Índios"
"Bahia","Itaju do Colônia/Pau Brasil","T. I. Caramuru Paraguaçu/Faz. Boa Vista","6/6/2013",,,"Índios"
"Bahia","Mascote","Fazenda Pindorama","12/5/2013","643","55","FTL"
"Bahia","Mascote","Faz. Conjunto Sta. Helena/Veracel","17/11/2013","1300","200","FLTDC*"
"Bahia","Porto Seguro/Santa Cruz Cabrália","APA Coroa Vermelha","5/3/2013","4100","180","Índios"
"Bahia","Prado","Fazenda Santa Lúcia","28/2/2013","54","50","Índios"
"Bahia","Prado","T. I. Cahy-Pequi/Comexatibá","28/11/2013","50","40","Índios"
"Bahia","Teixeira de Freitas","Área da Suzano Celulose (1)","4/3/2013",,"100","Via Campesina"
"Bahia","Teixeira de Freitas","Área da Suzano Celulose (2)","4/3/2013",,"100","Via Campesina"
"Bahia","Una","Área de um Hotel na Fazenda da Lagoa","7/4/2013",,"70","Índios"
"Bahia","Una","Área entre Acuípe de Baixo e Mamão/Faz. doSenhor Jorge","31/8/2013",,"30","Índios"
"Bahia","Una","Área entre Acuípe de Baixo e Mamão/Faz. doSenhor Alcides","31/8/2013",,"30","Índios"
"Bahia","Una","T. I. Caramuru Paraguaçu/Faz. Unacau","6/6/2013",,,"Índios"
"Ceará","Beberibe","Fazenda Pimenteira","2/2/2013","12000","100","Fetraece"
"Ceará","Crateús","Fazenda Catingueira","1/5/2013","1400","40","MST"
"Ceará","Santa Quitéria","Faz. Jardim","24/3/2013","2767","50","MST"
"Distrito Federal","Brazlândia","Núcleo Rural Alexandre Gusmão/Faz. Jatobazinho","7/4/2013","430","350","MST"
"Distrito Federal","Planaltina","Fazenda Lagoa Bonita Congado","3/5/2013","1200","450","CUT/ FAF/Fetraf/ MATR/MBST/ MST/MTL"
"Distrito Federal","Planaltina","Acamp. Roseli Nunes/Faz. Pipiripau","31/8/2013","1000","250","MST"
"Distrito Federal","Sobradinho","Faz. Sávia/Sálvia","10/8/2013","306",,"MBST/ MLT/MST"
"Espírito Santo","Montanha","Faz. Floresta Reserva/Grupo Simão","14/10/2013",,"130","MST"
"Goiás","Arenópolis","Faz. das Pedras/Acamp. Renovar","17/10/2013",,,"SI"
"Goiás","Fazenda Nova","Faz.Sta Ines/N.Sra de Fátima/Impertenente","5/12/2013",,"113","Fetraf"
"Goiás","Israelândia","Fazenda Itaipava","18/9/2013",,"123","Fetraf"
"Goiás","Lagoa Santa","Fazenda Santa Maria","13/1/2013",,"70","Terra Livre"
"Goiás","Lagoa Santa","Fazenda do Gaúcho","7/5/2013","653","120","Terra Livre"
"Goiás","São Miguel do Araguaia","Fazenda Rancho Alegre","11/8/2013","1950","45","MVTC"
"Goiás","Vila Propício","Fazenda Caieiras","11/8/2013","4060","300","MST"
"Maranhão","Alto Alegre do Maranhão","Gleba Campo do Bandeira/Arame","13/9/2013","1485","45","ATR"
"Maranhão","Pinheiro/Santa Helena","Pov. Benfica/Olho d'Água/Ribeirão de Baixo","28/9/2013","300","32","M o q u  ib o m"
"Mato Grosso","Jaciara","Faz. Mestre/Triângulo/Us. Pantanal","19/1/2013","8900","40","MST"
"Mato Grosso","Nova Brasilândia/Rosário do Oeste","Fazenda Barreiro Branco","3/9/2013",,"78","STR"
"Mato Grosso","Nova Ubiratã","Gleba Capenha","14/10/2013",,"100","STR"
"Mato Grosso","Novo Mundo","Faz. Araúna/Acamp. Nova Esperança/GlebaNhandu","15/4/2013",,"80","SI"
"Mato Grosso","São José do Povo","Faz. Brocotá/Acamp. Pe. Miguel","15/12/2013","1995","100","MTAA/MT"
"Mato Grosso do Sul","Amambaí/Coronel Sapucaia","Faz. Madama/Kurussu Ambá/Acamp. às margensda MS-289","7/3/2013","2181","130","Índios"
"Mato Grosso do Sul","Aquidauana","Faz. Esperança/T. I. Taunay Ipeg","31/5/2013",,"100","Índios"
"Mato Grosso do Sul","Aquidauana","T. I. Limão Verde/Faz. da Mocinha","12/9/2013","150","25","Índios"
"Mato Grosso do Sul","Aquidauana","T. I. Limão Verde/Faz. Bonanza","12/9/2013","400","25","Índios"
"Mato Grosso do Sul","Aquidauana","Faz. Fazendinha/T. I. Taunay Ipeg","24/6/2013",,,"Índios"
"Mato Grosso do Sul","Caarapó","Aldeia Te Yikue/Te'yikue/Faz. Sta Helena/Faz.Sardinha","18/2/2013",,"40","Índios"
"Mato Grosso do Sul","Campo Grande","Aldeia Água Bonita","4/9/2013","5","104","Índios"
"Mato Grosso do Sul","Corumbá/Porto Murtinho","T. I. Kadiwéu/Faz. Limoeiro","21/8/2013",,"60","Índios"
"Mato Grosso do Sul","Corumbá/Porto Murtinho","T. I. Kadiwéu/Faz. Ressaco","21/8/2013",,"60","Índios"
"Mato Grosso do Sul","Dois Irmãos do Buriti/Sidrolândia","Faz. São Sebastião/T. I. Buriti","4/6/2013",,,"Índios"
"Mato Grosso do Sul","Dourados","Com. Apyka'y/Acamp. na BR-463/Km 10/Próximoà Faz. Serrana","15/9/2013",,"30","Índios"
"Mato Grosso do Sul","Dourados","Acamp. Nhu Porã/Campo Bonito/Curral de Arame","18/11/2013",,"95","Índios"
"Mato Grosso do Sul","Iguatemi","Faz. Chaparral/T. I. Ivy Katu","23/10/2013",,"250","Índios"
"Mato Grosso do Sul","Iguatemi","Tekohá Mbaraka'y-Pyelito Kue/Guarani Kaiowá","5/8/2013",,"170","Índios"
"Mato Grosso do Sul",,"Sítio São Marcos/T. I. Ivy Katu","17/10/2013","155","15","Índios"
"Mato Grosso do Sul","Iguatemi/Japorã","Faz. São José/T. I. Ivy Katu","27/10/2013",,"30","Índios"
"Mato Grosso do Sul","Inocência","Fazenda Boa Vista","1/1/2013",,"80","Terra Livre"
"Mato Grosso do Sul","Japorã","Faz. São Jorge/T. I. Ivy Katu","13/10/2013",,"30","Índios"
"Mato Grosso do Sul","Juti","T. I. Guarani-Kaiowá/Aldeia Taquara/Faz. Brasíliado Sul","28/2/2013","9752","64","Índios"
"Mato Grosso do Sul","Miranda","T. I. Cachoeirinha/Faz. São Pedro de Paratudal","8/7/2013",,,"Índios"
"Mato Grosso do Sul","Miranda","T. I. Cachoeirinha/Faz. São Pedro de Paratudal","4/10/2013",,"30","Índios"
"Mato Grosso do Sul","Miranda","Chácara Boa Esperança/T. I. Pillad Rebuá","9/10/2013",,"50","Índios"
"Mato Grosso do Sul","Miranda","Área não Identificada/Arrendada para a Criaçãode Gado/T. I. Pillad Rebuá","9/10/2013",,"50","Índios"
"Mato Grosso do Sul","Ponta Porã/Sidrolândia","Faz. Cambará/T. I. Buriti","15/5/2013",,,"Índios"
"Mato Grosso do Sul","Ponta Porã/Sidrolândia","Faz. Cambará/T. I. Buriti","2/6/2013",,"60","Índios"
"Mato Grosso do Sul","Sidrolândia","T. I. Buriti/Faz. Buriti/Terena","15/5/2013",,,"Índios"
"Mato Grosso do Sul","Sidrolândia","T. I. Buriti/Faz. Buriti/Terena","31/5/2013",,"40","Índios"
"Mato Grosso do Sul","Sidrolândia","Fazenda Querência São José","5/2/2013",,"60","Índios"
"Mato Grosso do Sul","Sidrolândia","T. I. Buriti/Faz. Santa Helena","15/5/2013",,"50","Índios"
"Mato Grosso do Sul","Sidrolândia","Faz. Lindóia/T. I. Buriti","2/6/2013",,,"Índios"
"Mato Grosso do Sul","Sidrolândia","Faz. Água Clara/T. I. Buriti","22/6/2013",,"100","Índios"
"Minas Gerais","Campanha","Fazenda  Real Paraíso Cônego Vitor","4/9/2013",,"100","MST"
"Minas Gerais","Goianá","Faz. Fortaleza de Sant'Anna","3/9/2013","4300","60","MST"
"Minas Gerais","Itacarambi","Faz. São Judas Tadeu/Com. VargemGrande/Povo Xakriabá","1/9/2013","6000","60","Índios"
"Minas Gerais","Patos de Minas","Faz. no Distrito de Boassara","5/5/2013",,"40","MST"
"Minas Gerais","Pedras de Maria da Cruz","Faz. Pedra de São João Agropecuária/Ilha daCapivara e Caraíbas","18/5/2013",,"30","MPP"
"Minas Gerais","Prata","Faz. São José dos Cravos/Acamp. 21 deAgosto/Us. Vale do Tijuco","20/4/2013","1","30","MLST"
"Minas Gerais","Rio Pardo de Minas","Fazenda Capão Muniz","18/3/2013",,"100","MST"
"Minas Gerais","Rio Pardo de Minas","Geraizeiros/Empresa Estância Lagoa da Pedra","10/5/2013","6600","100","OI"
"Minas Gerais","São João daPonte/Varzelândia/Verdelândia","Brejo dos Crioulos/Araruba/S.Miguel/Aparecida/Venever/Arapuã/Lagoa daVaranda","10/3/2013",,,"Quilombolas"
"Minas Gerais","São João daPonte/Varzelândia/Verdelândia","Brejo dos Crioulos/Araruba/S.Miguel/Aparecida/Venever/Arapuã/Lagoa daVaranda","31/3/2013",,,"Quilombolas"
"Minas Gerais","São João daPonte/Varzelândia/Verdelândia","Brejo dos Crioulos/Araruba/S.Miguel/Aparecida/Venever/Arapuã/Lagoa daVaranda","29/4/2013",,,"Quilombolas"
"Minas Gerais","São João daPonte/Varzelândia/Verdelândia","Brejo dos Crioulos/Araruba/S.Miguel/Aparecida/Venever/Arapuã/Lagoa daVaranda","6/5/2013","17032","250","Quilombolas"
"Minas Gerais","Serra do Salitre","Faz. Porto Seguro/Acamp. Chico Mendes","20/5/2013",,"200","MST"
"Minas Gerais","Varzelândia/Verdelândia","Faz. Vista Alegre/Brejo dos Crioulos","29/9/2013","2900","180","Quilombolas"
"Minas Gerais","Vazante","Fazenda Lavado","26/1/2013","4000","70","MST"
"Pará","Abel Figueiredo","Faz. Asturya/Acamp Jesus é Rei/Sid. Ibérica","30/6/2013",,"80","STR"
"Pará","Anapu","Lote na Gleba Bacajá","31/12/2013","3000","35","SI"
"Pará","Brejo Grande do Araguaia","Fazenda Consolação","31/1/2013",,"60","STR"
"Pará","Igarapé-Açu","Fazenda Dom Bosco","2/2/2013",,"93","MST"
"Pará","Itupiranga","Fazenda Gereba","4/6/2013",,"9","STR"
"Pará","Marabá","Faz. Itacaiúnas/Grupo Sta. Bárbara","17/4/2013","5742","130","STR"
"Pará","Marabá","Faz. Muriaé/Acamp. José Cláudio e Maria","30/6/2013",,"30","STR"
"Pará","Moju","Faz. Santa Martha/Terranorte","26/1/2013","23350","400","Fetagri/PA"
"Pará","Santa Maria das Barreiras","Colônia Coração","10/8/2013",,,"SI"
"Pará","São Félix do Xingu","Complexo Divino Pai Eterno/Acamp. Novo Oeste","1/10/2013",,"80","STR"
"Pará","Tucumã","Faz. Kaumé","2/1/2013","1200","38","MST"
"Paraíba","Caaporã","Faz. Tamanduá/Us. Maravilha/Acamp. WanderleyCaixe","10/7/2013","9000","1300","MST"
"Paraíba","Caaporã","Acamp. Nova Esperança/Parte do Eng.Retirada/Us. Maravilha","10/7/2013",,"400","MST"
"Paraíba",,"Faz. São Francisco do Grajaú/Acamp. 15 deNovembro","15/11/2013",,,"STR"
"Paraíba","Santa Rita","Faz. São Francisco do Grajaú/Acamp. 15 deNovembro","20/11/2013",,"347","STR"
"Paraná","Cascavel/Corbélia","Faz. Bom Sucesso/Acamp. Primeiros Passos","26/2/2013","121","90","MLST"
"Paraná","Goioxim","Área em Água Fria/Goioxim","1/12/2013","24",,"OI"
"Paraná","São Miguel do Iguaçu","T.I. Avá Guarani / Ocuí/Res. Sta. Rosa doOcuí/UHE Itaipu","15/10/2013","23","10","Índios"
"Pernambuco","Aliança","Eng. São Bento/Dois Rios II","6/5/2013",,"50","STR"
"Pernambuco","Aliança/Condado/Timbaúba","Us. Cruangi/Us. Maravilha","8/3/2013",,"80","CPT/ MST"
"Pernambuco","Arcoverde","Faz. Experimental do IPA/Acamp. Serra dasVarras","14/4/2013",,"80","MST"
"Pernambuco","Bom Conselho","Fazenda Amargoso","5/5/2013",,"100","MST"
"Pernambuco","Cabo de Santo Agostinho/Vitória deSanto Antão","Engenho Pimentel","16/4/2013","80","100","MST"
"Pernambuco","Carnaubeira da Penha","Fazenda Xique-xique","20/4/2013","250","250","MST"
"Pernambuco","Caruaru/Sertânia","Fazenda Nossa Senhora de Fátima","15/6/2013","38","80","MST"
"Pernambuco","Catende","Engenho Juçaral/Us. São Luiz","16/4/2013",,"80","MST"
"Pernambuco","Custodia","Complexo Tapera/Faz. Numerianos","11/7/2013","900","100","CPT"
"Pernambuco","Goiana","Eng. Pau Amarelo/Us. Maravilha","12/4/2013",,"70","MST"
"Pernambuco","Goiana","Eng. Belo Horizonte/Us. Maravilha","7/7/2013",,"130","MST"
"Pernambuco","Iguaraci","Fazenda Cedro Branco","11/4/2013","78","30","CPT"
"Pernambuco","Itambé","Eng. Meretê/Us. Maravilha","21/4/2013",,"80","MST"
"Pernambuco","Itaquitinga","Engenho Jacarapina","14/4/2013","40","60","MST"
"Pernambuco","Lagoa Grande","Vivícola Bianchetti","10/11/2013",,"250","MST"
"Pernambuco","Moreno","Engenho Una","1/9/2013",,,"CPT/ MST/ STR"
"Pernambuco","Moreno","Engenho Una","19/11/2013","80","25","STR"
"Pernambuco","Moreno/São Lourenço da Mata","Engenho Araújo e Covos","17/4/2013","75","30","MST"
"Pernambuco","Petrolândia","Fazenda Serra dos Papagaios","14/4/2013",,"60","MST"
"Pernambuco","Petrolina","Fazenda da Empresa Copa Fruit","15/4/2013","48","90","MST"
"Pernambuco","Santa Maria da Boa Vista","Fazenda Milano","14/10/2013","158","400","MST"
"Pernambuco","Santa Maria da Boa Vista","Fazenda Caxangá","20/4/2013","30","80","MST"
"Pernambuco","Santa Maria da Boa Vista","Fazenda Goiás","20/4/2013",,,"MST"
"Pernambuco","Santa Maria da Boa Vista","Fazenda Goiás","1/12/2013",,"30","MST"
"Pernambuco","São Caitano","Fazenda Poço de Chocalho","14/4/2013","120","80","MST"
"Pernambuco","São Joaquim do Monte","Faz. Sta. Maria/Consulta","24/1/2013","204",,"MST"
"Pernambuco","São Joaquim do Monte","Fazenda Cajueiro","24/4/2013","200","200","MST"
"Pernambuco","São José do Egito","Faz. Cipó/Melancia","16/10/2013",,"150","MST"
"Pernambuco","Tupanatinga","Fazenda Cachoeirinha","18/4/2013",,"80","MST"
"Piauí","Teresina","Fazenda Atalaia","17/4/2013","120","350","MST"
"Rio de Janeiro","Maricá","Área em Itaipuaçu/IDB Brasil/Guarani Mbyá","19/4/2013","9","5","Índios"
"Rio de Janeiro","Rio de Janeiro","Acamp. no Museu do Índio/Aldeia Maracanã","5/8/2013",,"17","Índios"
"Rio Grande do Norte","Apodi","Proj. Irrig. Sta. Cruz/Acamp. Edivan Pinto","24/7/2013",,"1800","MST/ STR"
"Rio Grande do Sul","Caçapava do Sul/Cachoeira do Sul","T. I. Irapuá/Guarani Mbyá","25/7/2013",,"15","Índios"
"Rio Grande do Sul","Cacique Doble/Sananduva","T. I. Passo Grande do Rio Forquilha/Kaingang","8/7/2013",,"30","Índios"
"Rio Grande do Sul","Eldorado do Sul/Guaíba","T. I. Arroio do Conde/Guarani Mbya","22/3/2013",,,"Índios"
"Rio Grande do Sul","Salto do Jacuí","Área em Salto do Jacuí","10/6/2013","44","30","Quilombolas"
"Rio Grande do Sul","São Borja","Fazenda Palermo","11/7/2013","120","350","MST"
"Rondônia","Alto Paraíso","Faz. Formosa/Acamp. 10 de Maio","31/5/2013",,"20","SI"
"Rondônia","Ariquemes","Acampamento Zé Porfírio","28/2/2013",,"60","OI"
"Rondônia","Chupinguaia","Faz. Dois Pinguins/Caramello","21/9/2013",,"40","STR"
"Rondônia","Porto Velho","Gleba Rio das Garças","18/2/2013",,"60","ATR"
"Rondônia","Seringueiras","Faz. Riacho Doce/Acamp. Paulo Freire 3","3/7/2013","248","80","ATR"
"São Paulo","Agudos","Fazenda União","17/10/2013",,"70","MST"
"São Paulo","Agudos","Área em Domélia","24/10/2013",,"70","MST"
"São Paulo","Álvares Machado","Fazenda Luzitana","18/11/2013",,,"MST***"
"São Paulo","Álvares Machado/ParaguaçuPaulista","Fazenda  Pouso Alegre","14/11/2013",,"30","MST***"
"São Paulo","Araçatuba","Fazenda Santa Cecília","30/8/2013","1680","150","MST"
"São Paulo","Assis","Horto Florestal em Assis","15/4/2013",,"30","MST"
"São Paulo","Borebi","Fazenda Dadu/Grupo Lupetel","2/8/2013",,"300","MST"
"São Paulo","Borebi/Iaras","Faz. Capim/Santo Henrique/NúcleoMonções/Cutrale","2/6/2013",,,"MST"
"São Paulo","Borebi/Iaras","Faz. Capim/Santo Henrique/NúcleoMonções/Cutrale","31/7/2013","2700","300","MST"
"São Paulo","Caiuá/Presidente Venceslau","Faz. N. Sra. das Graças/Figueiras","15/11/2013","1500","42","MST***"
"São Paulo","Dracena","Fazenda Oliveira","18/11/2013",,,"MST***"
"São Paulo","Euclides da Cunha Paulista./Mirantedo Paranapanema","Fazenda Santa Rosa","14/11/2013",,"45","MST***"
"São Paulo","Iepê","Fazenda Esperança","3/6/2013","503","200","CUT/ MAST/MST***"
"São Paulo","Itapevi","Área Bela Vista Alta/Comuna Pe. João CarlosPacchin","31/8/2013",,"100","MST"
"São Paulo","Junqueirópolis","Faz. Nossa Senhora de Lourdes","1/6/2013",,"30","MST"
"São Paulo","Marabá Paulista","Fazenda Nazaré","7/3/2013",,,"MST"
"São Paulo","Marabá Paulista","Fazenda Nazaré","18/11/2013","5200","196","MST"
"São Paulo","Marabá Paulista","Fazenda Floresta","3/6/2013",,,"CUT/ MAST/MST***"
"São Paulo","Marabá Paulista","Fazenda Floresta","15/11/2013",,"200","MST***"
"São Paulo","Marabá Paulista","Fazenda Célia Maria","15/11/2013",,"65","MST***"
"São Paulo","Mirante do Paranapanema","Área da RFFSA","16/9/2013",,,"MST"
"São Paulo","Orlândia/Sales Oliveira","Área da Fepasa/RFFSA/Assent. AparecidaSegura","18/4/2013",,"100","MST"
"São Paulo","Piracicaba","Faz. Dona Lavínia/Usina Grupo Cosan","18/8/2013","400","30","MST"
"São Paulo","Piracicaba","Área em Tupi","19/10/2013",,,"MST"
"São Paulo","Rancharia","Fazenda Santa Maria","31/5/2013",,,"MST***"
"São Paulo","Rancharia","Fazenda Santa Maria","3/6/2013",,"200","CUT/ MAST/MST***"
"São Paulo","Rinópolis","Fazenda Pauliceia","3/6/2013",,"200","CUT/ MAST/MST***"
"São Paulo","Sandovalina","Faz. São Domingos/Acamp. Pe. Josimo/UHE deTaquaraçu","5/6/2013",,,"MST"
"São Paulo","Sandovalina","Faz. São Domingos/Acamp. Pe. Josimo/UHE deTaquaraçu","15/10/2013","3200","150","MST"
"São Paulo","Sandovalina","Usina Hidrelétrica de Taquaruçu","20/10/2013","108","40","MST"
"São Paulo","São Bernardo do Campo","Aldeia que Compreende a T. I. Tenodé Porã","31/1/2013",,"42","Índios"
"São Paulo","São Paulo","T. I.  Tekoa Eukalipto/Guarani","16/10/2013",,,"Índios"
"São Paulo","Serrana","Faz. Martinópolis/Usina Nova União","7/3/2013",,"40","MST"
"São Paulo","Sud Mennucci","Fazenda São João","30/8/2013",,"200","MST"
"São Paulo","Tarabaí","Fazenda São José","15/6/2013",,"36","MST***"
"São Paulo","Tarabaí","Faz. Santa Dolores","15/6/2013","500","90","MST***"
"Sergipe","Neópolis","Platô de Neópolis","15/10/2013","10432","500","MST"
"Tocantins","Aliança do Tocantins","Fazenda Aliança","7/3/2013",,"100","MAB/ MST"
"Tocantins","Esperantina","Fazenda São Judas Tadeu","3/5/2013","5000","250","MST"
